order,movie,year,actor,character,rank
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Richard Strange,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Anthony John Crocker,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Peter G. Reed,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Granville Saxton,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Judith Sharp,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Ashley McGuire,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Penelope McGhie,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Bob Yves Van Hellenberg Hubar,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Tony Kirwood,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Michael Gambon,Professor Albus Dumbledore,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,David Ryall,Elphias Doge,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Robbie Coltrane,Rubeus Hagrid,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Brendan Gleeson,Alastor 'Mad-Eye' Moody,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,James Phelps,Fred Weasley,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Oliver Phelps,George Weasley,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Mark Williams,Arthur Weasley,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,George Harris,Kingsley Shacklebolt,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Andy Linden,Mundungus Fletcher,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Domhnall Gleeson,Bill Weasley,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Clémence Poésy,Fleur Delacour,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Natalia Tena,Nymphadora Tonks,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,David Thewlis,Remus Lupin,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,John Hurt,Ollivander,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Frances de la Tour,Madame Maxime,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Evanna Lynch,Luna Lovegood,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Rhys Ifans,Xenophilius Lovegood,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Matyelok Gibbs,Auntie Muriel Weasley,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Eva Alexander,Waitress,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Simon McBurney,Kreacher,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Matthew Lewis,Neville Longbottom,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Jon Campling,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Devon Murray,Seamus Finnigan,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,William Melling,Nigel,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Simon Grover,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Freddie Stroma,Cormac McLaggen,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Isabella Laughland,Leanne,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Jessie Cave,Lavender Brown,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Anna Shaffer,Romilda Vane,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Josh Herdman,Gregory Goyle,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Amber Evans,Twin Girl #1,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Ruby Evans,Twin Girl #2,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Katie Leung,Cho Chang,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Georgina Leonidas,Katie Bell,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Louis Cordice,Blaise Zabini,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Scarlett Byrne,Pansy Parkinson,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Afshan Azad,Padma Patil,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Imelda Staunton,Dolores Umbridge,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,David O'Hara,Albert Runcorn,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Steffan Rhodri,Reg Cattermole,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Nick Moran,Scabior,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Toby Jones,Dobby,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Sophie Thompson,Mafalda Hopkirk,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Daniel Tuite,Skinny Ministry Wizard,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Daisy Haggard,Ministry Lift,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,George Potts,Balding Wizard,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Rose Keegan,Red Haired Witch,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Kate Fleetwood,Mary Cattermole,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Daniel Hill,Bushy Haired Muttering Wizard,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Rade Serbedzija,Gregorovitch,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Jamie Campbell Bower,Young Gellert Grindelwald,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Hazel Douglas,Bathilda Bagshot,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Adrian Rawlins,James Potter,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Geraldine Somerville,Lily Potter,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Miranda Richardson,Rita Skeeter,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Michael Byrne,Gellert Grindelwald - old,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Dave Legeno,Fenrir Greyback,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Samuel Roukin,Snatcher,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Warwick Davis,Griphook,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Charlotte Atkinson,Snatcher,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Greg Bennett,Ministry Wizard,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Alison Cain,Veela,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Serena Catapano,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Paul Davies,Deatheater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Elliott Francis,SlugClub Member,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Stanislav Ianevski,Viktor Krum,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Rakesh Jhalli,Death Eater,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Angelica Mandy,Gabrielle Delacour,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Sarah Jane O'Neill,Ministry Wizard,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Paul Redfern,Ministry Wizard,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Toby Regbo,Young Albus Dumbledore,10
6,Harry Potter e as Relíquias da Morte: Parte 1,2010,Paul Warren,Ministry Wizard,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Ralph Fiennes,Lord Voldemort,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Michael Gambon,Professor Albus Dumbledore,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Alan Rickman,Professor Severus Snape,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Daniel Radcliffe,Harry Potter,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Rupert Grint,Ron Weasley,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Emma Watson,Hermione Granger,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Evanna Lynch,Luna Lovegood,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Domhnall Gleeson,Bill Weasley,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Clémence Poésy,Fleur Delacour,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Warwick Davis,Griphook,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,John Hurt,Ollivander,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Helena Bonham Carter,Bellatrix Lestrange,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Graham Duff,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Rusty Goffe,Aged Gringotts' Goblin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Jon Key,Bogrod,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Kelly Macdonald,Helena Ravenclaw,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Jason Isaacs,Lucius Malfoy,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Helen McCrory,Narcissa Malfoy,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Tom Felton,Draco Malfoy,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Ian Peck,Hogsmeade Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Benn Northover,Hogsmeade Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Ciarán Hinds,Aberforth Dumbledore,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Hebe Beardsall,Ariana Dumbledore,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Matthew Lewis,Neville Longbottom,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Devon Murray,Seamus Finnigan,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Jessie Cave,Lavender Brown,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Afshan Azad,Padma Patil,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Isabella Laughland,Leanne,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Anna Shaffer,Romilda Vane,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Georgina Leonidas,Katie Bell,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Freddie Stroma,Cormac McLaggen,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Alfred Enoch,Dean Thomas,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Katie Leung,Cho Chang,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,William Melling,Nigel,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Bonnie Wright,Ginny Weasley,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Ralph Ineson,Amycus Carrow,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Suzanne Toase,Alecto Carrow,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Maggie Smith,Professor Minerva McGonagall,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Jim Broadbent,Professor Horace Slughorn,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Scarlett Byrne,Pansy Parkinson,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Josh Herdman,Gregory Goyle,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Louis Cordice,Blaise Zabini,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Amber Evans,Twin Girl 1,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Ruby Evans,Twin Girl 2,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Miriam Margolyes,Professor Pomona Sprout,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Gemma Jones,Madam Pomfrey,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,George Harris,Kingsley Shacklebolt,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,David Thewlis,Remus Lupin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Julie Walters,Molly Weasley,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Mark Williams,Arthur Weasley,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,James Phelps,Fred Weasley,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Oliver Phelps,George Weasley,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Chris Rankin,Percy Weasley,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,David Bradley,Argus Filch,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Guy Henry,Pius Thicknesse,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Nick Moran,Scabior,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Natalia Tena,Nymphadora Tonks,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Phil Wright,Giant,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Garry Sayer,Giant,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Tony Adkins,Giant,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Dave Legeno,Fenrir Greyback,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Penelope McGhie,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Emma Thompson,Professor Sybil Trelawney,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Ellie Darcey-Alden,Young Lily Potter,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Ariella Paradise,Young Petunia Dursley,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Benedict Clarke,Young Severus Snape,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Leslie Phillips,The Sorting Hat,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Alfie McIlwain,Young James Potter,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Rohan Gotobed,Young Sirius Black,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Geraldine Somerville,Lily Potter,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Adrian Rawlins,James Potter,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Toby Papworth,Baby Harry Potter,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Timothy Spall,Wormtail,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Robbie Coltrane,Rubeus Hagrid,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Gary Oldman,Sirius Black,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Peter G. Reed,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Judith Sharp,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Emil Hostina,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Bob Yves Van Hellenberg Hubar,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Granville Saxton,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Tony Kirwood,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Ashley McGuire,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Arthur Bowen,Albus Severus Potter - 19 Years Later,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Daphne de Beistegui,Lily Potter - 19 Years Later,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Will Dunn,James Potter - 19 Years Later,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Bertie Gilbert,Scorpius Malfoy - 19 Years Later,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Jon Campling,Death Eater in Gringotts,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Karen Anderson,Gringotts Goblin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Michael Henbury Ballan,Gringotts Goblin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Lauren Barrand,Gringotts Goblin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Josh Bennett,Gringotts Goblin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Johann Benét,Deatheater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Collet Collins,Snatcher,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Christoph Cordell,Snatcher,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Christian Coulson,Tom Marvolo Riddle,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Paul Davies,Deatheater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Ian Hart,Professor Quirinus Quirrell,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Matthew Hodgkin,Hogwarts Student,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Joe Kallis,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Hrvoje Klecz,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Maxwell Laird,Gringotts Goblin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Luke Newberry,Teddy Lupin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Lisa Osmond,Gringotts Goblin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Elisabeth Roberts,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Keijo Salmela,Gringotts Goblin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Mark Sealey,Gringotts Goblin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Arti Shah,Gringotts Goblin,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Glen Stanway,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Nick Turner,Death Eater,10
7,Harry Potter e as Relíquias da Morte: Parte 2,2011,Amy Wiles,Slytherin Student,10